epoch,d_real_auth_acc,d_real_class_acc,d_fake_auth_acc,d_fake_class_acc,g_auth_acc,g_class_acc,cnn_accuracy
359,0.859375,0.84375,0.875,0.515625,0.453125,0.640625,0.5625
360,0.96875,0.890625,0.875,0.546875,0.34375,0.546875,0.625
361,0.828125,0.875,0.875,0.515625,0.46875,0.53125,0.53125
362,0.890625,0.84375,0.828125,0.453125,0.453125,0.46875,0.4375
363,0.84375,0.84375,0.875,0.625,0.296875,0.5625,0.546875
364,0.84375,0.875,0.84375,0.5,0.28125,0.5,0.484375
365,0.78125,0.921875,0.765625,0.546875,0.515625,0.40625,0.578125
366,0.734375,0.875,0.765625,0.640625,0.390625,0.609375,0.59375
367,0.796875,0.84375,0.859375,0.546875,0.421875,0.515625,0.484375
368,0.921875,0.859375,0.875,0.515625,0.515625,0.5,0.5
369,0.90625,0.953125,0.9375,0.625,0.59375,0.625,0.625
370,0.84375,0.875,0.78125,0.625,0.5,0.515625,0.5
371,0.921875,0.84375,0.84375,0.53125,0.625,0.53125,0.625
372,0.828125,0.828125,0.84375,0.515625,0.8125,0.53125,0.46875
373,0.890625,0.890625,0.828125,0.53125,0.609375,0.59375,0.546875
374,0.90625,0.84375,0.859375,0.609375,0.546875,0.5625,0.578125
375,0.9375,0.859375,0.875,0.4375,0.59375,0.59375,0.453125
376,0.828125,0.875,0.703125,0.578125,0.46875,0.453125,0.53125
377,0.84375,0.9375,0.859375,0.625,0.5625,0.59375,0.5625
378,0.734375,0.84375,0.765625,0.5625,0.671875,0.53125,0.578125
379,0.984375,0.875,0.921875,0.515625,0.65625,0.421875,0.484375
380,0.875,0.796875,0.84375,0.59375,0.5625,0.46875,0.546875
381,0.8125,0.90625,0.734375,0.5625,0.640625,0.578125,0.59375
382,0.84375,0.78125,0.90625,0.484375,0.65625,0.546875,0.4375
383,0.9375,0.875,0.828125,0.59375,0.5625,0.515625,0.5
384,0.9375,0.796875,0.890625,0.53125,0.65625,0.609375,0.5
385,0.90625,0.890625,0.890625,0.546875,0.5625,0.609375,0.53125
