epoch,d_real_auth_acc,d_real_class_acc,d_fake_auth_acc,d_fake_class_acc,g_auth_acc,g_class_acc,cnn_accuracy
353,1.0,0.921875,1.0,0.5625,0.90625,0.609375,0.25
354,1.0,0.90625,1.0,0.640625,1.0,0.53125,0.3125
355,1.0,0.984375,1.0,0.5,0.625,0.609375,0.328125
356,1.0,0.9375,1.0,0.53125,0.8125,0.453125,0.21875
357,1.0,0.90625,1.0,0.609375,0.984375,0.59375,0.296875
358,1.0,0.875,1.0,0.578125,0.640625,0.578125,0.28125
359,1.0,0.96875,1.0,0.59375,0.640625,0.515625,0.234375
360,0.984375,0.890625,1.0,0.5625,1.0,0.484375,0.234375
361,1.0,0.875,1.0,0.546875,0.984375,0.515625,0.1875
362,1.0,0.9375,1.0,0.640625,0.796875,0.546875,0.28125
363,1.0,0.9375,1.0,0.65625,0.875,0.484375,0.265625
364,1.0,0.953125,1.0,0.546875,0.953125,0.515625,0.265625
365,1.0,0.90625,1.0,0.421875,1.0,0.46875,0.171875
366,1.0,0.96875,1.0,0.40625,0.625,0.515625,0.1875
367,0.984375,0.953125,1.0,0.53125,0.984375,0.484375,0.1875
368,1.0,0.953125,1.0,0.484375,1.0,0.546875,0.1875
369,1.0,0.90625,1.0,0.46875,1.0,0.625,0.21875
370,1.0,0.921875,1.0,0.53125,0.984375,0.609375,0.1875
371,1.0,0.953125,1.0,0.5625,0.578125,0.5625,0.15625
372,1.0,0.890625,1.0,0.578125,0.984375,0.65625,0.359375
373,1.0,0.9375,1.0,0.5625,0.859375,0.625,0.3125
374,1.0,0.9375,1.0,0.46875,0.984375,0.5,0.375
375,1.0,0.921875,1.0,0.609375,0.8125,0.59375,0.234375
376,1.0,0.8125,1.0,0.546875,0.765625,0.6875,0.265625
377,1.0,0.921875,1.0,0.5,0.421875,0.578125,0.234375
378,1.0,0.984375,1.0,0.578125,0.03125,0.65625,0.265625
379,0.96875,0.921875,0.984375,0.484375,0.1875,0.546875,0.3125
380,0.953125,0.828125,1.0,0.5,0.953125,0.46875,0.390625
381,1.0,0.890625,1.0,0.5625,1.0,0.390625,0.234375
382,1.0,0.875,1.0,0.46875,1.0,0.5,0.28125
383,1.0,0.921875,1.0,0.578125,0.703125,0.515625,0.359375
384,1.0,0.890625,1.0,0.515625,0.96875,0.5,0.296875
385,1.0,0.890625,1.0,0.515625,0.890625,0.609375,0.25
386,1.0,0.96875,1.0,0.53125,0.6875,0.546875,0.3125
387,1.0,0.859375,1.0,0.5,0.890625,0.609375,0.203125
388,1.0,0.9375,1.0,0.609375,0.84375,0.46875,0.28125
389,1.0,0.90625,1.0,0.515625,0.953125,0.53125,0.25
390,1.0,0.984375,1.0,0.65625,1.0,0.546875,0.40625
391,1.0,0.859375,1.0,0.578125,0.78125,0.484375,0.265625
392,0.984375,0.96875,1.0,0.515625,0.96875,0.515625,0.21875
393,1.0,0.921875,1.0,0.59375,0.96875,0.5625,0.1875
394,1.0,0.890625,1.0,0.5,0.078125,0.46875,0.171875
395,0.984375,0.921875,1.0,0.640625,0.5,0.4375,0.40625
396,1.0,0.890625,1.0,0.5625,0.9375,0.515625,0.203125
397,1.0,0.9375,1.0,0.53125,0.671875,0.5625,0.234375
398,1.0,0.890625,1.0,0.65625,0.71875,0.640625,0.28125
