epoch,d_real_auth_acc,d_real_class_acc,d_fake_auth_acc,d_fake_class_acc,g_auth_acc,g_class_acc,cnn_accuracy
353,1.0,0.84375,1.0,0.15625,0.0,0.296875,0.0625
354,1.0,0.8125,1.0,0.15625,0.015625,0.21875,0.15625
355,1.0,0.8125,1.0,0.046875,0.03125,0.28125,0.125
356,1.0,0.828125,1.0,0.21875,0.015625,0.09375,0.140625
357,0.984375,0.828125,1.0,0.203125,0.0,0.125,0.21875
358,1.0,0.828125,1.0,0.203125,0.0,0.125,0.203125
359,0.96875,0.71875,1.0,0.171875,0.0625,0.09375,0.234375
360,0.984375,0.828125,1.0,0.1875,0.03125,0.09375,0.125
361,1.0,0.765625,1.0,0.203125,0.0,0.109375,0.15625
362,1.0,0.78125,1.0,0.15625,0.0,0.25,0.21875
363,0.984375,0.859375,1.0,0.265625,0.015625,0.140625,0.203125
364,1.0,0.765625,1.0,0.171875,0.03125,0.09375,0.125
365,0.984375,0.78125,1.0,0.140625,0.015625,0.078125,0.125
366,0.96875,0.828125,1.0,0.109375,0.0625,0.171875,0.1875
367,1.0,0.84375,1.0,0.109375,0.0,0.109375,0.15625
368,1.0,0.796875,1.0,0.234375,0.03125,0.1875,0.203125
369,0.984375,0.78125,1.0,0.15625,0.0,0.171875,0.21875
370,1.0,0.734375,1.0,0.140625,0.015625,0.171875,0.15625
371,0.984375,0.765625,1.0,0.1875,0.015625,0.125,0.203125
372,1.0,0.765625,1.0,0.21875,0.03125,0.125,0.109375
373,1.0,0.875,1.0,0.109375,0.015625,0.1875,0.203125
374,0.984375,0.859375,1.0,0.203125,0.0,0.203125,0.140625
375,1.0,0.828125,1.0,0.3125,0.0,0.21875,0.1875
376,1.0,0.8125,1.0,0.171875,0.015625,0.140625,0.140625
377,1.0,0.8125,1.0,0.140625,0.0,0.15625,0.125
378,1.0,0.796875,1.0,0.125,0.0,0.15625,0.265625
379,1.0,0.875,1.0,0.15625,0.046875,0.265625,0.109375
380,1.0,0.90625,1.0,0.25,0.015625,0.203125,0.15625
381,1.0,0.84375,1.0,0.21875,0.0,0.1875,0.125
382,1.0,0.8125,1.0,0.125,0.0,0.234375,0.140625
383,1.0,0.90625,1.0,0.21875,0.015625,0.125,0.125
384,1.0,0.828125,1.0,0.25,0.0,0.1875,0.09375
385,0.984375,0.78125,1.0,0.265625,0.046875,0.125,0.140625
386,1.0,0.84375,1.0,0.203125,0.0,0.234375,0.140625
387,1.0,0.78125,1.0,0.1875,0.0,0.140625,0.125
388,1.0,0.703125,1.0,0.21875,0.0,0.203125,0.171875
389,1.0,0.859375,1.0,0.15625,0.03125,0.203125,0.125
390,1.0,0.84375,1.0,0.140625,0.0,0.203125,0.140625
391,0.984375,0.78125,1.0,0.1875,0.0,0.171875,0.21875
